ASV_ID,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Growth Morphology,Trait,Confidence Ranking,Notes,Citation/Source,,,,,,,,,,,
ASV_3327,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3328,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS05;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3333,Fungi;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3341,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3343,Fungi;Ascomycota;Pezizomycotina_cls_Incertae_sedis;Pezizomycotina_ord_Incertae_sedis;Pezizomycotina_fam_Incertae_sedis;Humicolopsis;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3344,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3349,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_335,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3350,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3360,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3366,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3371,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3379,Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3380,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Amplistromataceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3383,Fungi;Mucoromycota;Mucoromycotina_cls_Incertae_sedis;Mucoromycotina_ord_Incertae_sedis;Mucoromycotina_fam_Incertae_sedis;Bifiguratus;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3388,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3391,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3400,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Leptobacillium;leptobactrum,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3403,Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3404,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3408,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3409,Fungi;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_341,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3418,Fungi;Ascomycota;Eurotiomycetes;Eurotiomycetes_ord_Incertae_sedis;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_342,Fungi;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3421,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3423,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_fam_Incertae_sedis;Neophaeococcomyces;catenatus,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3436,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3445,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3446,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3448,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3453,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3458,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3461,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS11;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3463,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3464,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS11;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3478,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3484,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3485,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3492,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3495,Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3496,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Teunomyces;kruisii,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3500,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Fuscostagonosporaceae;Fuscostagonospora;banksiae,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3502,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3503,Fungi;Ascomycota;Sordariomycetes;Xylariales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3504,Fungi;Basidiomycota;Agaricomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3515,Fungi;Ascomycota;Laboulbeniomycetes;Pyxidiophorales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_352,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3521,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Leptobacillium;leptobactrum,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3524,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3532,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3534,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3536,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3539,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3545,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3548,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_355,Fungi;Ascomycota;Leotiomycetes;Helotiales;Chlorociboriaceae;Brahmaculus;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3550,Fungi;Basidiomycota;Agaricomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3556,Fungi;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3558,Fungi;Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Dothiora;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_356,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3566,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3568,Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Chrysozymaceae;Bannozyma;yamatoana,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3571,Fungi;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3574,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3576,Fungi;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3581,Fungi;Basidiomycota;Spiculogloeomycetes;Spiculogloeales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3586,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pseudodidymellaceae;Mycodidymella;aesculi,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3589,Fungi;NA;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3597,Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Hyaloriaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3599,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Humicola;quadrangulata,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3600,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_fam_Incertae_sedis;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3607,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3614,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3618,Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3620,Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3624,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3629,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Extremaceae;Incertomyces;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3633,Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3637,Fungi;Ascomycota;Arthoniomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3640,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiales_fam_Incertae_sedis;Operculomyces;laminatus,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3647,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3657,Fungi;Ascomycota;Arthoniomycetes;Lichenostigmatales;Phaeococcomycetaceae;Antarctolichenia;onofrii,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3660,Fungi;Ascomycota;Sordariomycetes;Sordariales;Bombardiaceae;Ramophialophora;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3667,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis;Neohendersonia;kickxii,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3672,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3676,Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiales_fam_Incertae_sedis;Halokirschsteiniothelia;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3685,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3688,Fungi;Chytridiomycota;Rhizophlyctidomycetes;Rhizophlyctidales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3690,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3691,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3692,Fungi;Ascomycota;Sordariomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3695,Fungi;Ascomycota;Lecanoromycetes;Acarosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3697,Fungi;Ascomycota;Leotiomycetes;Helotiales;Tympanidaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3701,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3706,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3719,Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_372,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Extremaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3720,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3731,Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3733,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3736,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_374,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3740,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3743,Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3744,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3747,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3754,Fungi;Basidiomycota;Microbotryomycetes;Microbotryales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3755,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3756,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3759,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3770,Fungi;Ascomycota;Sordariomycetes;Sordariales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3771,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3777,Fungi;Ascomycota;Dothideomycetes;Myriangiales;Myriangiaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3778,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Delitschiaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3786,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3787,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3793,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3797,Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Chrysozymaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3808,Fungi;Ascomycota;Sordariomycetes;Sordariales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_381,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3811,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3818,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3819,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3820,Fungi;Ascomycota;Pezizomycotina_cls_Incertae_sedis;Pezizomycotina_ord_Incertae_sedis;Pezizomycotina_fam_Incertae_sedis;Beauveriphora;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3823,Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Chrysozymaceae;Udeniozyma;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3825,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3826,Fungi;Ascomycota;Leotiomycetes;Helotiales;Tympanidaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3833,Fungi;Ascomycota;Sordariomycetes;Atractosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3838,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_384,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS11;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3842,Fungi;Basidiomycota;Tremellomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3846,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Tetragoniomycetaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_385,Fungi;Ascomycota;Leotiomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3852,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3862,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3863,Fungi;Ascomycota;Sordariomycetes;Sordariales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3864,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3865,Fungi;Ascomycota;Eurotiomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_387,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3871,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3875,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Neopyrenochaetaceae;Neopyrenochaeta;inflorescentiae,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3886,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Powellomycetaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3892,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3893,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3899,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_39,Fungi;Ascomycota;GS35;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3906,Fungi;Ascomycota;Lecanoromycetes;GS36;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3911,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3919,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3929,Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS08;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3934,Fungi;Ascomycota;Eurotiomycetes;Verrucariales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3936,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3937,Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3940,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3945,Fungi;Ascomycota;Orbiliomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3949,Fungi;Ascomycota;Sordariomycetes;Sordariales;Naviculisporaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3951,Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3953,Fungi;Ascomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3955,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3957,Fungi;Ascomycota;Laboulbeniomycetes;Pyxidiophorales;Pyxidiophoraceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3971,Fungi;Ascomycota;Sordariomycetes;Sordariales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3973,Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3976,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3977,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3981,Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Chrysozymaceae;Bannozyma;yamatoana,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3985,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3986,Fungi;Ascomycota;Eurotiomycetes;Eurotiomycetes_ord_Incertae_sedis;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_399,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;farinosa,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3995,Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3996,Fungi;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3997,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Extremaceae;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
ASV_3999,Fungi;Rozellomycota;NA;NA;NA;NA;NA,-,-,-,-,-,-,-,Unassigned,-,,,,,,,,,,,
